provider,version,path,implementation,type,optional,required,computed,forceNew,maxItems,minItems,deprecated,default,configMode,conflictsWith,exactlyOneOf,atLeastOneOf,requiredWith,defaultFunc
postgresql,,postgresql.postgresql_function.arg.Elem.default,sdkv2,String,true,false,false,false,0,0,,<nil>,auto,,,,,
postgresql,,postgresql.postgresql_function.arg.Elem.mode,sdkv2,String,true,false,false,true,0,0,,IN,auto,,,,,
postgresql,,postgresql.postgresql_function.arg.Elem.name,sdkv2,String,true,false,false,true,0,0,,<nil>,auto,,,,,
postgresql,,postgresql.postgresql_function.arg.Elem.type,sdkv2,String,false,true,false,true,0,0,,<nil>,auto,,,,,
postgresql,,postgresql.postgresql_function.body,sdkv2,String,false,true,false,false,0,0,,<nil>,auto,,,,,
postgresql,,postgresql.postgresql_function.database,sdkv2,String,true,false,true,true,0,0,,<nil>,auto,,,,,
postgresql,,postgresql.postgresql_function.drop_cascade,sdkv2,Bool,true,false,false,false,0,0,,false,auto,,,,,
postgresql,,postgresql.postgresql_function.language,sdkv2,String,true,false,false,true,0,0,,plpgsql,auto,,,,,
postgresql,,postgresql.postgresql_function.name,sdkv2,String,false,true,false,true,0,0,,<nil>,auto,,,,,
postgresql,,postgresql.postgresql_function.parallel,sdkv2,String,true,false,false,false,0,0,,UNSAFE,auto,,,,,
postgresql,,postgresql.postgresql_function.returns,sdkv2,String,true,false,true,true,0,0,,<nil>,auto,,,,,
postgresql,,postgresql.postgresql_function.schema,sdkv2,String,true,false,true,true,0,0,,<nil>,auto,,,,,
postgresql,,postgresql.postgresql_function.security_definer,sdkv2,Bool,true,false,false,false,0,0,,false,auto,,,,,
postgresql,,postgresql.postgresql_function.strict,sdkv2,Bool,true,false,false,false,0,0,,false,auto,,,,,
postgresql,,postgresql.postgresql_function.volatility,sdkv2,String,true,false,false,false,0,0,,VOLATILE,auto,,,,,
postgresql,,postgresql.postgresql_grant.columns,sdkv2,Set,true,false,false,true,0,0,,<nil>,auto,,,,,
postgresql,,postgresql.postgresql_grant.columns.Elem,sdkv2,String,false,false,false,false,0,0,,<nil>,auto,,,,,
postgresql,,postgresql.postgresql_grant.database,sdkv2,String,false,true,false,true,0,0,,<nil>,auto,,,,,
postgresql,,postgresql.postgresql_grant.object_type,sdkv2,String,false,true,false,true,0,0,,<nil>,auto,,,,,
postgresql,,postgresql.postgresql_grant.objects,sdkv2,Set,true,false,false,true,0,0,,<nil>,auto,,,,,
postgresql,,postgresql.postgresql_grant.objects.Elem,sdkv2,String,false,false,false,false,0,0,,<nil>,auto,,,,,
postgresql,,postgresql.postgresql_grant.privileges,sdkv2,Set,false,true,false,true,0,0,,<nil>,auto,,,,,
postgresql,,postgresql.postgresql_grant.privileges.Elem,sdkv2,String,false,false,false,false,0,0,,<nil>,auto,,,,,
postgresql,,postgresql.postgresql_grant.role,sdkv2,String,false,true,false,true,0,0,,<nil>,auto,,,,,
postgresql,,postgresql.postgresql_grant.schema,sdkv2,String,true,false,false,true,0,0,,<nil>,auto,,,,,
postgresql,,postgresql.postgresql_grant.with_grant_option,sdkv2,Bool,true,false,false,true,0,0,,false,auto,,,,,
postgresql,,postgresql.postgresql_grant_role.grant_role,sdkv2,String,false,true,false,true,0,0,,<nil>,auto,,,,,
postgresql,,postgresql.postgresql_grant_role.role,sdkv2,String,false,true,false,true,0,0,,<nil>,auto,,,,,
postgresql,,postgresql.postgresql_grant_role.with_admin_option,sdkv2,Bool,true,false,false,true,0,0,,false,auto,,,,,
postgresql,,postgresql.postgresql_physical_replication_slot.name,sdkv2,String,false,true,false,true,0,0,,<nil>,auto,,,,,
postgresql,,postgresql.postgresql_publication.all_tables,sdkv2,Bool,true,false,true,true,0,0,,<nil>,auto,,,,,
postgresql,,postgresql.postgresql_publication.database,sdkv2,String,true,false,true,true,0,0,,<nil>,auto,,,,,
postgresql,,postgresql.postgresql_publication.drop_cascade,sdkv2,Bool,true,false,false,false,0,0,,false,auto,,,,,
postgresql,,postgresql.postgresql_publication.name,sdkv2,String,false,true,false,false,0,0,,<nil>,auto,,,,,
postgresql,,postgresql.postgresql_publication.owner,sdkv2,String,true,false,true,false,0,0,,<nil>,auto,,,,,
postgresql,,postgresql.postgresql_publication.publish_param,sdkv2,List,true,false,true,false,0,1,,<nil>,auto,,,,,
postgresql,,postgresql.postgresql_publication.publish_param.Elem,sdkv2,String,false,false,false,false,0,0,,<nil>,auto,,,,,
postgresql,,postgresql.postgresql_publication.publish_via_partition_root_param,sdkv2,Bool,true,false,false,false,0,0,,<nil>,auto,,,,,
postgresql,,postgresql.postgresql_publication.tables,sdkv2,Set,true,false,true,false,0,0,,<nil>,auto,all_tables,,,,
postgresql,,postgresql.postgresql_publication.tables.Elem,sdkv2,String,false,false,false,false,0,0,,<nil>,auto,,,,,
postgresql,,postgresql.postgresql_replication_slot.database,sdkv2,String,true,false,true,true,0,0,,<nil>,auto,,,,,
postgresql,,postgresql.postgresql_replication_slot.name,sdkv2,String,false,true,false,true,0,0,,<nil>,auto,,,,,
postgresql,,postgresql.postgresql_replication_slot.plugin,sdkv2,String,false,true,false,true,0,0,,<nil>,auto,,,,,
